,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,type,ID,Parent,Name,gbkey,transl_table,source,phase,end_range,partial,start_range
CDS_NC_009641.1_2458041_2458977_neg,NWMN_RS12880,WP_000277968.1,,2458041,2458977,neg,,formimidoylglutamase,Genbank:WP_000277968.1,COORDINATES: similar to AA sequence:RefSeq:YP_501071.1,CDS,cds-WP_000277968.1,gene-NWMN_RS12880,WP_000277968.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2459266_2460526_pos,NWMN_RS12885,WP_000794443.1,sdpC,2459266,2460526,pos,,CPBP family intramembrane metalloprotease SdpC,Genbank:WP_000794443.1,COORDINATES: similar to AA sequence:RefSeq:YP_501072.1,CDS,cds-WP_000794443.1,gene-NWMN_RS12885,WP_000794443.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2460591_2461278_neg,NWMN_RS12890,WP_000655864.1,,2460591,2461278,neg,,ribose 5-phosphate isomerase A,Genbank:WP_000655864.1,COORDINATES: similar to AA sequence:RefSeq:YP_501073.1,CDS,cds-WP_000655864.1,gene-NWMN_RS12890,WP_000655864.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2461451_2462105_pos,NWMN_RS12895,WP_000623452.1,,2461451,2462105,pos,,MOSC domain-containing protein,Genbank:WP_000623452.1,COORDINATES: similar to AA sequence:RefSeq:YP_501074.1,CDS,cds-WP_000623452.1,gene-NWMN_RS12895,WP_000623452.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2462340_2463360_neg,NWMN_RS12905,WP_000634685.1,,2462340,2463360,neg,,galactose mutarotase,Genbank:WP_000634685.1,COORDINATES: similar to AA sequence:RefSeq:YP_501076.1,CDS,cds-WP_000634685.1,gene-NWMN_RS12905,WP_000634685.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2463389_2463716_neg,NWMN_RS12910,WP_000966695.1,,2463389,2463716,neg,,YnfA family protein,Genbank:WP_000966695.1,COORDINATES: similar to AA sequence:RefSeq:YP_501077.1,CDS,cds-WP_000966695.1,gene-NWMN_RS12910,WP_000966695.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2463764_2463950_neg,NWMN_RS15555,WP_001789152.1,,2463764,2463950,neg,,hypothetical protein,Genbank:WP_001789152.1,COORDINATES: similar to AA sequence:RefSeq:YP_501078.1,CDS,cds-WP_001789152.1,gene-NWMN_RS15555,WP_001789152.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2463933_2465166_neg,NWMN_RS12915,WP_000548707.1,,2463933,2465166,neg,,ABC transporter permease,Genbank:WP_000548707.1,COORDINATES: similar to AA sequence:RefSeq:YP_501079.1,CDS,cds-WP_000548707.1,gene-NWMN_RS12915,WP_000548707.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2465158_2466058_neg,NWMN_RS12920,WP_000524836.1,,2465158,2466058,neg,,ABC transporter ATP-binding protein,Genbank:WP_000524836.1,COORDINATES: similar to AA sequence:RefSeq:YP_501080.1,CDS,cds-WP_000524836.1,gene-NWMN_RS12920,WP_000524836.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2466288_2466936_neg,NWMN_RS12925,WP_000436818.1,,2466288,2466936,neg,,DUF805 domain-containing protein,Genbank:WP_000436818.1,COORDINATES: similar to AA sequence:RefSeq:YP_501081.1,CDS,cds-WP_000436818.1,gene-NWMN_RS12925,WP_000436818.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2467334_2467943_pos,NWMN_RS12930,WP_000348300.1,,2467334,2467943,pos,,DNA-3-methyladenine glycosylase,Genbank:WP_000348300.1,COORDINATES: similar to AA sequence:RefSeq:YP_501082.1,CDS,cds-WP_000348300.1,gene-NWMN_RS12930,WP_000348300.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2467943_2468132_pos,NWMN_RS15560,WP_001789156.1,,2467943,2468132,pos,,hypothetical protein,Genbank:WP_001789156.1,COORDINATES: similar to AA sequence:RefSeq:WP_001798769.1,CDS,cds-WP_001789156.1,gene-NWMN_RS15560,WP_001789156.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2468279_2469488_pos,NWMN_RS12935,WP_000571584.1,gltS,2468279,2469488,pos,,sodium/glutamate symporter,Genbank:WP_000571584.1,COORDINATES: similar to AA sequence:RefSeq:YP_501083.1,CDS,cds-WP_000571584.1,gene-NWMN_RS12935,WP_000571584.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2469535_2470585_neg,NWMN_RS12940,WP_001279381.1,,2469535,2470585,neg,,type 2 isopentenyl-diphosphate Delta-isomerase,Genbank:WP_001279381.1,COORDINATES: similar to AA sequence:RefSeq:YP_501084.1,CDS,cds-WP_001279381.1,gene-NWMN_RS12940,WP_001279381.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2470615_2471563_neg,NWMN_RS12945,WP_001185431.1,corA,2470615,2471563,neg,,magnesium/cobalt transporter CorA,Genbank:WP_001185431.1,COORDINATES: similar to AA sequence:RefSeq:YP_501085.1,CDS,cds-WP_001185431.1,gene-NWMN_RS12945,WP_001185431.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2471659_2472151_pos,NWMN_RS12950,WP_000234728.1,,2471659,2472151,pos,,thioesterase,Genbank:WP_000234728.1,COORDINATES: similar to AA sequence:RefSeq:YP_501086.1,CDS,cds-WP_000234728.1,gene-NWMN_RS12950,WP_000234728.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2472147_2472567_pos,NWMN_RS12955,WP_000128656.1,,2472147,2472567,pos,,hypothetical protein,Genbank:WP_000128656.1,COORDINATES: similar to AA sequence:RefSeq:YP_501087.1,CDS,cds-WP_000128656.1,gene-NWMN_RS12955,WP_000128656.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2472674_2473595_neg,NWMN_RS12960,WP_000620864.1,,2472674,2473595,neg,,alpha/beta hydrolase,Genbank:WP_000620864.1,COORDINATES: similar to AA sequence:RefSeq:WP_000620861.1,CDS,cds-WP_000620864.1,gene-NWMN_RS12960,WP_000620864.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2473802_2474441_pos,NWMN_RS12965,WP_000184227.1,,2473802,2474441,pos,,hypothetical protein,Genbank:WP_000184227.1,COORDINATES: similar to AA sequence:RefSeq:YP_501089.1,CDS,cds-WP_000184227.1,gene-NWMN_RS12965,WP_000184227.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2474686_2476618_neg,NWMN_RS12970,WP_000213874.1,,2474686,2476618,neg,,DHA2 family efflux MFS transporter permease subunit,Genbank:WP_000213874.1,COORDINATES: similar to AA sequence:RefSeq:YP_501090.1,CDS,cds-WP_000213874.1,gene-NWMN_RS12970,WP_000213874.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2476630_2477278_neg,NWMN_RS12975,WP_000738247.1,,2476630,2477278,neg,,HlyD family secretion protein,Genbank:WP_000738247.1,COORDINATES: similar to AA sequence:RefSeq:YP_501091.1,CDS,cds-WP_000738247.1,gene-NWMN_RS12975,WP_000738247.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2477398_2477950_pos,NWMN_RS12980,WP_000828570.1,,2477398,2477950,pos,,TetR/AcrR family transcriptional regulator,Genbank:WP_000828570.1,COORDINATES: similar to AA sequence:RefSeq:YP_501092.1,CDS,cds-WP_000828570.1,gene-NWMN_RS12980,WP_000828570.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2478179_2479388_neg,NWMN_RS12985,WP_000999131.1,,2478179,2479388,neg,,multidrug effflux MFS transporter,Genbank:WP_000999131.1,COORDINATES: similar to AA sequence:RefSeq:WP_000999124.1,CDS,cds-WP_000999131.1,gene-NWMN_RS12985,WP_000999131.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2479497_2479626_neg,NWMN_RS12990,WP_001790052.1,,2479497,2479626,neg,,hypothetical protein,Genbank:WP_001790052.1,COORDINATES: similar to AA sequence:RefSeq:YP_501095.1,CDS,cds-WP_001790052.1,gene-NWMN_RS12990,WP_001790052.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2479656_2481039_neg,NWMN_RS12995,WP_000833797.1,,2479656,2481039,neg,,zinc ribbon domain-containing protein,Genbank:WP_000833797.1,COORDINATES: similar to AA sequence:RefSeq:YP_501096.1,CDS,cds-WP_000833797.1,gene-NWMN_RS12995,WP_000833797.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2481278_2481734_neg,NWMN_RS13005,WP_000238542.1,,2481278,2481734,neg,,MarR family transcriptional regulator,Genbank:WP_000238542.1,COORDINATES: similar to AA sequence:RefSeq:WP_017804647.1,CDS,cds-WP_000238542.1,gene-NWMN_RS13005,WP_000238542.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2481928_2482897_pos,NWMN_RS13010,WP_001549718.1,,2481928,2482897,pos,,YdcF family protein,Genbank:WP_001549718.1,COORDINATES: similar to AA sequence:RefSeq:YP_501100.1,CDS,cds-WP_001549718.1,gene-NWMN_RS13010,WP_001549718.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2483357_2483780_pos,NWMN_RS13015,,,2483357,2483780,pos,true,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_002494449.1,CDS,cds-NWMN_RS13015,gene-NWMN_RS13015,,CDS,11,Protein Homology,0,2483780,true,.
CDS_NC_009641.1_2483967_2484633_neg,NWMN_RS13020,WP_001229911.1,,2483967,2484633,neg,,ABC transporter ATP-binding protein,Genbank:WP_001229911.1,COORDINATES: similar to AA sequence:RefSeq:YP_501103.1,CDS,cds-WP_001229911.1,gene-NWMN_RS13020,WP_001229911.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2484632_2485688_neg,NWMN_RS13025,WP_000761395.1,,2484632,2485688,neg,,ABC transporter permease,Genbank:WP_000761395.1,COORDINATES: similar to AA sequence:RefSeq:YP_501104.1,CDS,cds-WP_000761395.1,gene-NWMN_RS13025,WP_000761395.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2485823_2486498_pos,NWMN_RS13030,WP_000249491.1,hssR,2485823,2486498,pos,,DNA-binding heme response regulator HssR,Genbank:WP_000249491.1,COORDINATES: similar to AA sequence:RefSeq:YP_501105.1,CDS,cds-WP_000249491.1,gene-NWMN_RS13030,WP_000249491.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2486490_2487864_pos,NWMN_RS13035,WP_000477329.1,hssS,2486490,2487864,pos,,heme sensor histidine kinase HssS,Genbank:WP_000477329.1,COORDINATES: similar to AA sequence:RefSeq:YP_501106.1,CDS,cds-WP_000477329.1,gene-NWMN_RS13035,WP_000477329.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2488026_2488470_pos,NWMN_RS13040,WP_000977037.1,,2488026,2488470,pos,,response regulator transcription factor,Genbank:WP_000977037.1,COORDINATES: similar to AA sequence:RefSeq:YP_501107.1,CDS,cds-WP_000977037.1,gene-NWMN_RS13040,WP_000977037.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2488466_2488922_pos,NWMN_RS13045,WP_000793169.1,,2488466,2488922,pos,,DUF3021 domain-containing protein,Genbank:WP_000793169.1,COORDINATES: similar to AA sequence:RefSeq:YP_501108.1,CDS,cds-WP_000793169.1,gene-NWMN_RS13045,WP_000793169.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2488987_2490466_neg,NWMN_RS13050,WP_000211359.1,mqo,2488987,2490466,neg,,malate dehydrogenase (quinone),Genbank:WP_000211359.1,COORDINATES: similar to AA sequence:RefSeq:YP_501109.1,CDS,cds-WP_000211359.1,gene-NWMN_RS13050,WP_000211359.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2490846_2492445_neg,NWMN_RS13055,WP_000960854.1,,2490846,2492445,neg,,L-lactate permease,Genbank:WP_000960854.1,COORDINATES: similar to AA sequence:RefSeq:YP_501110.1,CDS,cds-WP_000960854.1,gene-NWMN_RS13055,WP_000960854.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2492761_2494435_pos,NWMN_RS13060,WP_000595298.1,,2492761,2494435,pos,,CDP-glycerol glycerophosphotransferase family protein,Genbank:WP_000595298.1,COORDINATES: similar to AA sequence:RefSeq:YP_501111.1,CDS,cds-WP_000595298.1,gene-NWMN_RS13060,WP_000595298.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2494587_2495217_neg,NWMN_RS13065,WP_000827000.1,,2494587,2495217,neg,,hypothetical protein,Genbank:WP_000827000.1,COORDINATES: similar to AA sequence:RefSeq:YP_501112.1,CDS,cds-WP_000827000.1,gene-NWMN_RS13065,WP_000827000.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2495530_2496046_neg,NWMN_RS13070,WP_000907311.1,,2495530,2496046,neg,,GNAT family N-acetyltransferase,Genbank:WP_000907311.1,COORDINATES: similar to AA sequence:RefSeq:YP_501113.1,CDS,cds-WP_000907311.1,gene-NWMN_RS13070,WP_000907311.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2496236_2497241_pos,NWMN_RS13075,WP_000573242.1,,2496236,2497241,pos,,oxidoreductase,Genbank:WP_000573242.1,COORDINATES: similar to AA sequence:RefSeq:WP_000573244.1,CDS,cds-WP_000573242.1,gene-NWMN_RS13075,WP_000573242.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2497286_2497622_neg,NWMN_RS13080,WP_001549720.1,,2497286,2497622,neg,,GNAT family N-acetyltransferase,Genbank:WP_001549720.1,COORDINATES: similar to AA sequence:RefSeq:YP_501115.1,CDS,cds-WP_001549720.1,gene-NWMN_RS13080,WP_001549720.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2497723_2498758_neg,NWMN_RS13085,WP_000655971.1,,2497723,2498758,neg,,NAD(P)/FAD-dependent oxidoreductase,Genbank:WP_000655971.1,COORDINATES: similar to AA sequence:RefSeq:YP_501116.1,CDS,cds-WP_000655971.1,gene-NWMN_RS13085,WP_000655971.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2498768_2498885_neg,NWMN_RS13090,WP_001789934.1,,2498768,2498885,neg,,hypothetical protein,Genbank:WP_001789934.1,COORDINATES: similar to AA sequence:RefSeq:YP_501117.1,CDS,cds-WP_001789934.1,gene-NWMN_RS13090,WP_001789934.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2498989_2499421_neg,NWMN_RS13095,WP_001253464.1,,2498989,2499421,neg,,DUF2871 domain-containing protein,Genbank:WP_001253464.1,COORDINATES: similar to AA sequence:RefSeq:YP_501118.1,CDS,cds-WP_001253464.1,gene-NWMN_RS13095,WP_001253464.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2499627_2500905_neg,NWMN_RS13105,WP_001020023.1,,2499627,2500905,neg,,YhgE/Pip domain-containing protein,Genbank:WP_001020023.1,COORDINATES: similar to AA sequence:RefSeq:YP_501120.1,CDS,cds-WP_001020023.1,gene-NWMN_RS13105,WP_001020023.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2501065_2501689_pos,NWMN_RS13110,WP_000656771.1,,2501065,2501689,pos,,TetR/AcrR family transcriptional regulator,Genbank:WP_000656771.1,COORDINATES: similar to AA sequence:RefSeq:YP_501121.1,CDS,cds-WP_000656771.1,gene-NWMN_RS13110,WP_000656771.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2501734_2502679_pos,NWMN_RS13115,WP_000633068.1,,2501734,2502679,pos,,magnesium transporter CorA family protein,Genbank:WP_000633068.1,COORDINATES: similar to AA sequence:RefSeq:YP_501122.1,CDS,cds-WP_000633068.1,gene-NWMN_RS13115,WP_000633068.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2502764_2504207_neg,NWMN_RS13120,WP_001108126.1,,2502764,2504207,neg,,PTS sucrose transporter subunit IIBC,Genbank:WP_001108126.1,COORDINATES: similar to AA sequence:RefSeq:WP_001666995.1,CDS,cds-WP_001108126.1,gene-NWMN_RS13120,WP_001108126.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2504389_2504773_pos,NWMN_RS13125,WP_000664394.1,,2504389,2504773,pos,,YbgA family protein,Genbank:WP_000664394.1,COORDINATES: similar to AA sequence:RefSeq:YP_501125.2,CDS,cds-WP_000664394.1,gene-NWMN_RS13125,WP_000664394.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2506257_2508363_pos,NWMN_RS13130,WP_000128366.1,,2506257,2508363,pos,,AraC family transcriptional regulator Rsp,Genbank:WP_000128366.1,COORDINATES: similar to AA sequence:RefSeq:YP_501126.1,CDS,cds-WP_000128366.1,gene-NWMN_RS13130,WP_000128366.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2508433_2508856_pos,NWMN_RS13135,WP_000071901.1,,2508433,2508856,pos,,general stress protein,Genbank:WP_000071901.1,COORDINATES: similar to AA sequence:RefSeq:YP_501127.1,CDS,cds-WP_000071901.1,gene-NWMN_RS13135,WP_000071901.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2509120_2509477_pos,NWMN_RS13140,WP_000727328.1,,2509120,2509477,pos,,DUF4889 domain-containing protein,Genbank:WP_000727328.1,COORDINATES: similar to AA sequence:RefSeq:YP_501128.1,CDS,cds-WP_000727328.1,gene-NWMN_RS13140,WP_000727328.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2509880_2511158_neg,NWMN_RS13145,WP_001173166.1,,2509880,2511158,neg,,cation:dicarboxylase symporter family transporter,Genbank:WP_001173166.1,COORDINATES: similar to AA sequence:RefSeq:YP_501129.1,CDS,cds-WP_001173166.1,gene-NWMN_RS13145,WP_001173166.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2511339_2511705_neg,NWMN_RS13150,WP_000727537.1,,2511339,2511705,neg,,DUF3139 domain-containing protein,Genbank:WP_000727537.1,COORDINATES: similar to AA sequence:RefSeq:YP_501130.1,CDS,cds-WP_000727537.1,gene-NWMN_RS13150,WP_000727537.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2512102_2512549_pos,NWMN_RS13155,WP_000289213.1,,2512102,2512549,pos,,MarR family transcriptional regulator,Genbank:WP_000289213.1,COORDINATES: similar to AA sequence:RefSeq:YP_501131.1,CDS,cds-WP_000289213.1,gene-NWMN_RS13155,WP_000289213.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2512764_2513193_pos,NWMN_RS13160,WP_001797427.1,,2512764,2513193,pos,,Hsp20/alpha crystallin family protein,Genbank:WP_001797427.1,COORDINATES: similar to AA sequence:RefSeq:YP_501132.1,CDS,cds-WP_001797427.1,gene-NWMN_RS13160,WP_001797427.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2513299_2514469_neg,NWMN_RS13165,WP_000278558.1,,2513299,2514469,neg,,NarK/NasA family nitrate transporter,Genbank:WP_000278558.1,COORDINATES: similar to AA sequence:RefSeq:YP_501133.1,CDS,cds-WP_000278558.1,gene-NWMN_RS13165,WP_000278558.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2514838_2515477_pos,NWMN_RS13170,WP_000276771.1,,2514838,2515477,pos,,DUF2268 domain-containing protein,Genbank:WP_000276771.1,COORDINATES: similar to AA sequence:RefSeq:WP_015581906.1,CDS,cds-WP_000276771.1,gene-NWMN_RS13170,WP_000276771.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2515495_2515753_pos,NWMN_RS15570,WP_089518392.1,,2515495,2515753,pos,,hypothetical protein,Genbank:WP_089518392.1,COORDINATES: protein motif:HMM:PF10026.7,CDS,cds-WP_089518392.1,gene-NWMN_RS15570,WP_089518392.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2515731_2516472_pos,NWMN_RS13175,WP_000332063.1,,2515731,2516472,pos,,MerR family transcriptional regulator,Genbank:WP_000332063.1,COORDINATES: similar to AA sequence:RefSeq:YP_501136.1,CDS,cds-WP_000332063.1,gene-NWMN_RS13175,WP_000332063.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2516729_2517383_neg,NWMN_RS13180,WP_000706315.1,,2516729,2517383,neg,,response regulator transcription factor,Genbank:WP_000706315.1,COORDINATES: similar to AA sequence:RefSeq:WP_002460273.1,CDS,cds-WP_000706315.1,gene-NWMN_RS13180,WP_000706315.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2517405_2518440_neg,NWMN_RS13185,WP_000606546.1,,2517405,2518440,neg,,sensor histidine kinase,Genbank:WP_000606546.1,COORDINATES: similar to AA sequence:RefSeq:YP_501138.1,CDS,cds-WP_000606546.1,gene-NWMN_RS13185,WP_000606546.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2518463_2518916_neg,NWMN_RS13190,WP_000186933.1,,2518463,2518916,neg,,GAF domain-containing protein,Genbank:WP_000186933.1,COORDINATES: similar to AA sequence:RefSeq:YP_501139.1,CDS,cds-WP_000186933.1,gene-NWMN_RS13190,WP_000186933.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2518935_2519613_neg,NWMN_RS13195,WP_000934151.1,narI,2518935,2519613,neg,,respiratory nitrate reductase subunit gamma,Genbank:WP_000934151.1,COORDINATES: similar to AA sequence:RefSeq:YP_501140.1,CDS,cds-WP_000934151.1,gene-NWMN_RS13195,WP_000934151.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2519605_2520196_neg,NWMN_RS13200,WP_001795300.1,narJ,2519605,2520196,neg,,nitrate reductase molybdenum cofactor assembly chaperone,Genbank:WP_001795300.1,COORDINATES: similar to AA sequence:RefSeq:YP_501141.1,CDS,cds-WP_001795300.1,gene-NWMN_RS13200,WP_001795300.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2520173_2521733_neg,NWMN_RS13205,WP_000692645.1,narH,2520173,2521733,neg,,nitrate reductase subunit beta,Genbank:WP_000692645.1,COORDINATES: similar to AA sequence:RefSeq:NP_765529.1,CDS,cds-WP_000692645.1,gene-NWMN_RS13205,WP_000692645.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2521722_2525412_neg,NWMN_RS13210,WP_000514391.1,,2521722,2525412,neg,,nitrate reductase subunit alpha,Genbank:WP_000514391.1,COORDINATES: similar to AA sequence:RefSeq:YP_501143.1,CDS,cds-WP_000514391.1,gene-NWMN_RS13210,WP_000514391.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2525721_2526699_neg,NWMN_RS13215,WP_000109968.1,cobA,2525721,2526699,neg,,uroporphyrinogen-III C-methyltransferase,Genbank:WP_000109968.1,COORDINATES: similar to AA sequence:RefSeq:YP_501144.1,CDS,cds-WP_000109968.1,gene-NWMN_RS13215,WP_000109968.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2526689_2527004_neg,NWMN_RS13220,WP_000448222.1,nirD,2526689,2527004,neg,,nitrite reductase small subunit NirD,Genbank:WP_000448222.1,COORDINATES: similar to AA sequence:RefSeq:YP_501145.1,CDS,cds-WP_000448222.1,gene-NWMN_RS13220,WP_000448222.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2527007_2529413_neg,NWMN_RS13225,WP_001118726.1,,2527007,2529413,neg,,NAD(P)/FAD-dependent oxidoreductase,Genbank:WP_001118726.1,COORDINATES: similar to AA sequence:RefSeq:YP_501146.1,CDS,cds-WP_001118726.1,gene-NWMN_RS13225,WP_001118726.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2529478_2530210_neg,NWMN_RS13230,WP_001014062.1,,2529478,2530210,neg,,sirohydrochlorin chelatase,Genbank:WP_001014062.1,COORDINATES: similar to AA sequence:RefSeq:YP_501147.1,CDS,cds-WP_001014062.1,gene-NWMN_RS13230,WP_001014062.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2530439_2530976_neg,NWMN_RS13235,WP_000169317.1,,2530439,2530976,neg,,GNAT family N-acetyltransferase,Genbank:WP_000169317.1,COORDINATES: similar to AA sequence:RefSeq:YP_501148.1,CDS,cds-WP_000169317.1,gene-NWMN_RS13235,WP_000169317.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2531208_2532033_neg,NWMN_RS13240,WP_000572040.1,,2531208,2532033,neg,,formate/nitrite transporter family protein,Genbank:WP_000572040.1,COORDINATES: similar to AA sequence:RefSeq:YP_501149.1,CDS,cds-WP_000572040.1,gene-NWMN_RS13240,WP_000572040.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2532249_2532432_neg,NWMN_RS13245,WP_000230294.1,,2532249,2532432,neg,,hypothetical protein,Genbank:WP_000230294.1,COORDINATES: similar to AA sequence:RefSeq:YP_501150.1,CDS,cds-WP_000230294.1,gene-NWMN_RS13245,WP_000230294.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2532515_2532983_neg,NWMN_RS13250,WP_000153344.1,,2532515,2532983,neg,,glutathione S-transferase,Genbank:WP_000153344.1,COORDINATES: similar to AA sequence:RefSeq:YP_501151.1,CDS,cds-WP_000153344.1,gene-NWMN_RS13250,WP_000153344.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2533122_2534718_neg,NWMN_RS13255,WP_000727761.1,adcA,2533122,2534718,neg,,zinc ABC transporter substrate-binding lipoprotein AdcA,Genbank:WP_000727761.1,COORDINATES: similar to AA sequence:RefSeq:YP_501152.1,CDS,cds-WP_000727761.1,gene-NWMN_RS13255,WP_000727761.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2534906_2534978_neg,NWMN_RS15790,,,2534906,2534978,neg,true,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001789923.1,CDS,cds-NWMN_RS15790,gene-NWMN_RS15790,,CDS,11,Protein Homology,0,,true,.
CDS_NC_009641.1_2535012_2535279_neg,NWMN_RS13260,WP_000113262.1,,2535012,2535279,neg,,Txe/YoeB family addiction module toxin,Genbank:WP_000113262.1,COORDINATES: similar to AA sequence:RefSeq:YP_501153.1,CDS,cds-WP_000113262.1,gene-NWMN_RS13260,WP_000113262.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_2535278_2535530_neg,NWMN_RS13265,WP_000584499.1,,2535278,2535530,neg,,type II toxin-antitoxin system Phd/YefM family antitoxin,Genbank:WP_000584499.1,COORDINATES: similar to AA sequence:RefSeq:YP_501154.1,CDS,cds-WP_000584499.1,gene-NWMN_RS13265,WP_000584499.1,CDS,11,Protein Homology,0,,,
