,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP065825.1_5053536_5054439_pos,CP065825.1,I8N74_24590,QPV92078.1,fdxH,5053536,5054439,pos,,formate dehydrogenase subunit beta,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224339.1
CDS_CP065825.1_5054435_5055071_pos,CP065825.1,I8N74_24595,QPV92079.1,fdoI,5054435,5055071,pos,,formate dehydrogenase cytochrome b556 subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224338.1
CDS_CP065825.1_5055067_5055997_pos,CP065825.1,I8N74_24600,QPV92080.1,fdhE,5055067,5055997,pos,,formate dehydrogenase accessory protein FdhE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005121819.1
CDS_CP065825.1_5056170_5056554_neg,CP065825.1,I8N74_24605,QPV92081.1,,5056170,5056554,neg,,type II toxin-antitoxin system VapC family toxin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224336.1
CDS_CP065825.1_5056553_5056796_neg,CP065825.1,I8N74_24610,QPV94685.1,,5056553,5056796,neg,,ribbon-helix-helix domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224335.1
CDS_CP065825.1_5057000_5057918_pos,CP065825.1,I8N74_24615,QPV92082.1,,5057000,5057918,pos,,alpha/beta hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224334.1
CDS_CP065825.1_5057931_5058873_neg,CP065825.1,I8N74_24620,QPV92083.1,fabY,5057931,5058873,neg,,fatty acid biosynthesis protein FabY,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001666856.1
CDS_CP065825.1_5058917_5059355_neg,CP065825.1,I8N74_24625,QPV92084.1,dtd,5058917,5059355,neg,,D-tyrosyl-tRNA(Tyr) deacylase,,3.1.1.96,,COORDINATES: similar to AA sequence:RefSeq:WP_000560980.1
CDS_CP065825.1_5059351_5060212_neg,CP065825.1,I8N74_24630,QPV92085.1,,5059351,5060212,neg,,virulence factor BrkB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224331.1
CDS_CP065825.1_5060205_5060805_neg,CP065825.1,I8N74_24635,QPV92086.1,yihX,5060205,5060805,neg,,glucose-1-phosphatase,,3.1.3.10,,COORDINATES: similar to AA sequence:RefSeq:YP_005224330.1
CDS_CP065825.1_5060940_5062764_neg,CP065825.1,I8N74_24640,QPV92087.1,typA,5060940,5062764,neg,,ribosome-dependent GTPase TypA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224329.1
CDS_CP065825.1_5063142_5064552_pos,CP065825.1,I8N74_24645,QPV92088.1,glnA,5063142,5064552,pos,,glutamate--ammonia ligase,,6.3.1.2,,COORDINATES: similar to AA sequence:RefSeq:WP_020233234.1
CDS_CP065825.1_5064740_5065790_pos,CP065825.1,I8N74_24650,QPV92089.1,glnL,5064740,5065790,pos,,nitrogen regulation protein NR(II),,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224326.1
CDS_CP065825.1_5065798_5067208_pos,CP065825.1,I8N74_24655,QPV94686.1,glnG,5065798,5067208,pos,,nitrogen regulation protein NR(I),,,,COORDINATES: similar to AA sequence:RefSeq:WP_012133942.1
CDS_CP065825.1_5067318_5067429_pos,CP065825.1,I8N74_24660,QPV92090.1,,5067318,5067429,pos,,YshB family small membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001578131.1
CDS_CP065825.1_5067464_5068838_neg,CP065825.1,I8N74_24665,QPV92091.1,hemN,5067464,5068838,neg,,oxygen-independent coproporphyrinogen III oxidase,,1.3.98.3,,COORDINATES: similar to AA sequence:RefSeq:YP_005224324.1
CDS_CP065825.1_5069026_5069533_neg,CP065825.1,I8N74_24670,QPV92092.1,yihI,5069026,5069533,neg,,Der GTPase-activating protein YihI,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224323.1
CDS_CP065825.1_5070116_5070749_pos,CP065825.1,I8N74_24675,QPV92093.1,,5070116,5070749,pos,,YihA family ribosome biogenesis GTP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224322.1
CDS_CP065825.1_5071096_5073889_neg,CP065825.1,I8N74_24680,QPV92094.1,polA,5071096,5073889,neg,,DNA polymerase I,,2.7.7.7,,COORDINATES: similar to AA sequence:RefSeq:NP_418300.1
CDS_CP065825.1_5074285_5075185_pos,CP065825.1,I8N74_24685,QPV92095.1,,5074285,5075185,pos,,acyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224320.1
CDS_CP065825.1_5075233_5075857_neg,CP065825.1,I8N74_24690,QPV92096.1,dsbA,5075233,5075857,neg,,thiol:disulfide interchange protein DsbA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224319.1
CDS_CP065825.1_5075884_5076871_neg,CP065825.1,I8N74_24695,QPV92097.1,,5075884,5076871,neg,,serine/threonine protein kinase,,2.7.11.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005224318.1
CDS_CP065825.1_5076946_5077216_neg,CP065825.1,I8N74_24700,QPV92098.1,,5076946,5077216,neg,,YihD family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015966571.1
CDS_CP065825.1_5077287_5077869_pos,CP065825.1,I8N74_24705,QPV92099.1,mobA,5077287,5077869,pos,,molybdenum cofactor guanylyltransferase MobA,,2.7.7.77,,COORDINATES: similar to AA sequence:RefSeq:YP_005224316.1
CDS_CP065825.1_5077865_5078372_pos,CP065825.1,I8N74_24710,QPV92100.1,mobB,5077865,5078372,pos,,molybdopterin-guanine dinucleotide biosynthesis protein B,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224315.1
CDS_CP065825.1_5084211_5084913_pos,CP065825.1,I8N74_24735,QPV92101.1,,5084211,5084913,pos,,FadR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224314.1
CDS_CP065825.1_5084925_5086323_pos,CP065825.1,I8N74_24740,QPV92102.1,mdtD,5084925,5086323,pos,,multidrug transporter subunit MdtD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224313.1
CDS_CP065825.1_5086319_5087312_neg,CP065825.1,I8N74_24745,QPV92103.1,rbsR,5086319,5087312,neg,,ribose operon transcriptional repressor RbsR,,,,COORDINATES: similar to AA sequence:RefSeq:NP_312722.1
CDS_CP065825.1_5087315_5088248_neg,CP065825.1,I8N74_24750,QPV92104.1,rbsK,5087315,5088248,neg,,ribokinase,,2.7.1.15,,COORDINATES: similar to AA sequence:RefSeq:YP_005224311.1
CDS_CP065825.1_5088348_5089239_neg,CP065825.1,I8N74_24755,QPV92105.1,rbsB,5088348,5089239,neg,,ribose ABC transporter substrate-binding protein RbsB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224310.1
CDS_CP065825.1_5089266_5090232_neg,CP065825.1,I8N74_24760,QPV92106.1,rbsC,5089266,5090232,neg,,ribose ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002882531.1
CDS_CP065825.1_5090237_5091743_neg,CP065825.1,I8N74_24765,QPV92107.1,rbsA,5090237,5091743,neg,,ribose ABC transporter ATP-binding protein RbsA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224308.1
CDS_CP065825.1_5091753_5092173_neg,CP065825.1,I8N74_24770,QPV92108.1,rbsD,5091753,5092173,neg,,D-ribose pyranase,,5.4.99.62,,COORDINATES: similar to AA sequence:RefSeq:YP_005224307.1
CDS_CP065825.1_5092358_5094227_neg,CP065825.1,I8N74_24775,QPV92109.1,kup,5092358,5094227,neg,,low affinity potassium transporter Kup,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000102304.1
CDS_CP065825.1_5094444_5095944_pos,CP065825.1,I8N74_24780,QPV92110.1,ravA,5094444,5095944,pos,,ATPase RavA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224305.1
CDS_CP065825.1_5095940_5097389_pos,CP065825.1,I8N74_24785,QPV92111.1,viaA,5095940,5097389,pos,,ATPase RavA stimulator ViaA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224304.1
CDS_CP065825.1_5097392_5098385_neg,CP065825.1,I8N74_24790,QPV92112.1,asnA,5097392,5098385,neg,,aspartate--ammonia ligase,,6.3.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005224303.1
CDS_CP065825.1_5098536_5098995_pos,CP065825.1,I8N74_24795,QPV92113.1,asnC,5098536,5098995,pos,,transcriptional regulator AsnC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224302.1
CDS_CP065825.1_5099094_5099535_pos,CP065825.1,I8N74_24800,QPV92114.1,mioC,5099094,5099535,pos,,FMN-binding protein MioC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005224301.1
CDS_CP065825.1_5099916_5101806_pos,CP065825.1,I8N74_24805,QPV92115.1,mnmG,5099916,5101806,pos,,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000499793.1
CDS_CP065825.1_5101921_5102545_pos,CP065825.1,I8N74_24810,QPV92116.1,rsmG,5101921,5102545,pos,,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,,2.1.1.170,,COORDINATES: similar to AA sequence:RefSeq:YP_005229615.1
CDS_CP065825.1_5103161_5103542_pos,CP065825.1,I8N74_24815,QPV92117.1,atpI,5103161,5103542,pos,,F0F1 ATP synthase subunit I,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229614.1
CDS_CP065825.1_5103549_5104365_pos,CP065825.1,I8N74_24820,QPV92118.1,atpB,5103549,5104365,pos,,F0F1 ATP synthase subunit A,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005121454.1
CDS_CP065825.1_5104414_5104654_pos,CP065825.1,I8N74_24825,QPV92119.1,atpE,5104414,5104654,pos,,F0F1 ATP synthase subunit C,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004246596.1
CDS_CP065825.1_5104704_5105175_pos,CP065825.1,I8N74_24830,QPV92120.1,atpF,5104704,5105175,pos,,F0F1 ATP synthase subunit B,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001052215.1
CDS_CP065825.1_5105189_5105723_pos,CP065825.1,I8N74_24835,QPV92121.1,atpH,5105189,5105723,pos,,F0F1 ATP synthase subunit delta,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015966593.1
CDS_CP065825.1_5105735_5107277_pos,CP065825.1,I8N74_24840,QPV92122.1,atpA,5105735,5107277,pos,,F0F1 ATP synthase subunit alpha,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001176751.1
CDS_CP065825.1_5107327_5108191_pos,CP065825.1,I8N74_24845,QPV92123.1,atpG,5107327,5108191,pos,,F0F1 ATP synthase subunit gamma,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020882764.1
CDS_CP065825.1_5108217_5109600_pos,CP065825.1,I8N74_24850,QPV92124.1,atpD,5108217,5109600,pos,,F0F1 ATP synthase subunit beta,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017800291.1
CDS_CP065825.1_5109620_5110040_pos,CP065825.1,I8N74_24855,QPV92125.1,atpC,5109620,5110040,pos,,F0F1 ATP synthase subunit epsilon,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001251972.1
CDS_CP065825.1_5110736_5112107_pos,CP065825.1,I8N74_24860,QPV92126.1,glmU,5110736,5112107,pos,,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229602.1
CDS_CP065825.1_5112290_5114120_pos,CP065825.1,I8N74_24865,QPV92127.1,glmS,5112290,5114120,pos,,glutamine--fructose-6-phosphate transaminase (isomerizing),,2.6.1.16,,COORDINATES: similar to AA sequence:RefSeq:WP_005121462.1
CDS_CP065825.1_5114456_5115497_pos,CP065825.1,I8N74_24870,QPV92128.1,pstS,5114456,5115497,pos,,phosphate ABC transporter substrate-binding protein PstS,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229600.1
CDS_CP065825.1_5115625_5116585_pos,CP065825.1,I8N74_24875,QPV92129.1,pstC,5115625,5116585,pos,,phosphate ABC transporter permease PstC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008806729.1
CDS_CP065825.1_5116584_5117475_pos,CP065825.1,I8N74_24880,QPV92130.1,pstA,5116584,5117475,pos,,phosphate ABC transporter permease PstA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229598.1
CDS_CP065825.1_5117522_5118296_pos,CP065825.1,I8N74_24885,QPV92131.1,pstB,5117522,5118296,pos,,phosphate ABC transporter ATP-binding protein PstB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000063125.1
CDS_CP065825.1_5118346_5119072_pos,CP065825.1,I8N74_24890,QPV92132.1,phoU,5118346,5119072,pos,,phosphate signaling complex protein PhoU,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229596.1
CDS_CP065825.1_5119549_5121184_pos,CP065825.1,I8N74_24895,QPV92133.1,,5119549,5121184,pos,,carbohydrate porin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229594.1
CDS_CP065825.1_5121222_5122389_pos,CP065825.1,I8N74_24900,QPV92134.1,,5121222,5122389,pos,,esterase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016946150.1
CDS_CP065825.1_5122438_5123158_pos,CP065825.1,I8N74_24905,QPV92135.1,,5122438,5123158,pos,,glucosamine-6-phosphate deaminase,,3.5.99.6,,COORDINATES: similar to AA sequence:RefSeq:YP_005229591.1
CDS_CP065825.1_5123237_5123903_neg,CP065825.1,I8N74_24910,QPV92136.1,yieH,5123237,5123903,neg,,6-phosphogluconate phosphatase,,3.1.3.-,,COORDINATES: similar to AA sequence:RefSeq:YP_005229590.1
CDS_CP065825.1_5124072_5125410_pos,CP065825.1,I8N74_24915,QPV92137.1,,5124072,5125410,pos,,NCS2 family permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229588.1
CDS_CP065825.1_5125455_5126022_neg,CP065825.1,I8N74_24920,QPV92138.1,,5125455,5126022,neg,,NAD(P)H-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229587.1
CDS_CP065825.1_5126058_5126634_neg,CP065825.1,I8N74_24925,QPV94687.1,,5126058,5126634,neg,,phosphopantetheinyl transferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229586.1
CDS_CP065825.1_5126943_5127903_neg,CP065825.1,I8N74_24930,QPV92139.1,yidZ,5126943,5127903,neg,,HTH-type transcriptional regulator YidZ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229585.1
CDS_CP065825.1_5127877_5129056_neg,CP065825.1,I8N74_24935,QPV92140.1,,5127877,5129056,neg,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229584.1
CDS_CP065825.1_5129155_5129575_neg,CP065825.1,I8N74_24940,QPV92141.1,,5129155,5129575,neg,,GNAT family N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229583.1
CDS_CP065825.1_5129694_5131059_neg,CP065825.1,I8N74_24945,QPV92142.1,mnmE,5129694,5131059,neg,,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462743.1
CDS_CP065825.1_5131253_5132900_neg,CP065825.1,I8N74_24950,QPV92143.1,yidC,5131253,5132900,neg,,membrane protein insertase YidC,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462742.1
CDS_CP065825.1_5132902_5133160_neg,CP065825.1,I8N74_24955,QPV92144.1,yidD,5132902,5133160,neg,,membrane protein insertion efficiency factor YidD,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462741.1
CDS_CP065825.1_5133123_5133483_neg,CP065825.1,I8N74_24960,QPV92145.1,rnpA,5133123,5133483,neg,,ribonuclease P protein component,,3.1.26.5,,COORDINATES: similar to AA sequence:RefSeq:WP_014172301.1
CDS_CP065825.1_5133498_5133639_neg,CP065825.1,I8N74_24965,QPV92146.1,rpmH,5133498,5133639,neg,,50S ribosomal protein L34,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001686914.1
CDS_CP065826.1_0_1011_pos,CP065826.1,I8N74_24970,QPV94779.1,,0,1011,pos,,replication initiation protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017900946.1
CDS_CP065826.1_1727_2468_neg,CP065826.1,I8N74_24975,QPV94780.1,,1727,2468,neg,,site-specific integrase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012540156.1
CDS_CP065826.1_3611_4559_pos,CP065826.1,I8N74_24980,QPV94781.1,,3611,4559,pos,,sensor domain-containing diguanylate cyclase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004152065.1
CDS_CP065826.1_4585_4897_neg,CP065826.1,I8N74_24985,QPV94869.1,,4585,4897,neg,,EAL domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004152066.1
CDS_CP065826.1_4916_5885_pos,CP065826.1,I8N74_24990,QPV94782.1,,4916,5885,pos,,IS5 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076611102.1
CDS_CP065826.1_6557_6815_neg,CP065826.1,I8N74_24995,QPV94783.1,,6557,6815,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004197688.1
CDS_CP065826.1_7434_8871_pos,CP065826.1,I8N74_25000,QPV94870.1,,7434,8871,pos,,EAL domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004197690.1
CDS_CP065826.1_9853_11131_neg,CP065826.1,I8N74_25005,QPV94784.1,,9853,11131,neg,,DUF2254 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016239947.1
CDS_CP065826.1_11193_13191_neg,CP065826.1,I8N74_25010,QPV94785.1,betT,11193,13191,neg,,choline BCCT transporter BetT,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004119118.1
CDS_CP065826.1_13342_14040_neg,CP065826.1,I8N74_25015,,,13342,14040,neg,True,IS1 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1
CDS_CP065826.1_14230_15438_neg,CP065826.1,I8N74_25020,QPV94871.1,,14230,15438,neg,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076611134.1
CDS_CP065826.1_15528_16013_pos,CP065826.1,I8N74_25025,,,15528,16013,pos,True,IS1 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1
CDS_CP065826.1_16028_16571_pos,CP065826.1,I8N74_25030,,,16028,16571,pos,True,transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004152342.1
CDS_CP065826.1_16866_17298_neg,CP065826.1,I8N74_25035,QPV94786.1,silE,16866,17298,neg,,silver-binding protein SilE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000790485.1
CDS_CP065826.1_17548_19024_neg,CP065826.1,I8N74_25040,QPV94787.1,silS,17548,19024,neg,,copper/silver sensor histidine kinase SilS,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005763473.1
CDS_CP065826.1_19016_19697_neg,CP065826.1,I8N74_25045,QPV94872.1,silR,19016,19697,neg,,copper/silver response regulator transcription factor SilR,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001572351.1
CDS_CP065826.1_19886_21272_pos,CP065826.1,I8N74_25050,QPV94788.1,silC,19886,21272,pos,,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001572989.1
CDS_CP065826.1_21300_21654_pos,CP065826.1,I8N74_25055,QPV94789.1,cusF,21300,21654,pos,,cation efflux system protein CusF,,,,COORDINATES: similar to AA sequence:RefSeq:WP_009654303.1
CDS_CP065826.1_21767_23060_pos,CP065826.1,I8N74_25060,QPV94790.1,silB,21767,23060,pos,,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017146627.1
CDS_CP065826.1_23070_26217_pos,CP065826.1,I8N74_25065,QPV94791.1,silA,23070,26217,pos,,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_011711636.1
CDS_CP065826.1_26303_26744_pos,CP065826.1,I8N74_25070,QPV94792.1,,26303,26744,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002436620.1
CDS_CP065826.1_26870_29318_pos,CP065826.1,I8N74_25075,QPV94793.1,silP,26870,29318,pos,,Ag(+)-translocating P-type ATPase SilP,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008322814.1
CDS_CP065826.1_29358_29556_pos,CP065826.1,I8N74_25080,QPV94794.1,,29358,29556,pos,,DUF2933 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000843499.1
CDS_CP065826.1_29589_30327_neg,CP065826.1,I8N74_25085,QPV94795.1,,29589,30327,neg,,peptidoglycan DD-metalloendopeptidase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002436617.1
CDS_CP065826.1_30615_31065_neg,CP065826.1,I8N74_25090,QPV94796.1,,30615,31065,neg,,copper resistance protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004388333.1
CDS_CP065826.1_31298_33116_pos,CP065826.1,I8N74_25095,QPV94797.1,pcoA,31298,33116,pos,,multicopper oxidase PcoA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001480786.1
CDS_CP065826.1_33121_34012_pos,CP065826.1,I8N74_25100,QPV94798.1,pcoB,33121,34012,pos,,copper resistance outer membrane transporter PcoB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001378118.1
CDS_CP065826.1_34051_34432_pos,CP065826.1,I8N74_25105,QPV94799.1,pcoC,34051,34432,pos,,copper resistance system metallochaperone PcoC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004098941.1
CDS_CP065826.1_34436_35366_pos,CP065826.1,I8N74_25110,QPV94800.1,pcoD,34436,35366,pos,,copper resistance inner membrane protein PcoD,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004098940.1
CDS_CP065826.1_35420_36101_pos,CP065826.1,I8N74_25115,QPV94801.1,pcoR,35420,36101,pos,,copper response regulator transcription factor PcoR,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020239536.1
CDS_CP065826.1_36097_37498_pos,CP065826.1,I8N74_25120,QPV94802.1,pcoS,36097,37498,pos,,copper resistance membrane spanning protein PcoS,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001211179.1
CDS_CP065826.1_37714_38149_pos,CP065826.1,I8N74_25125,QPV94803.1,pcoE,37714,38149,pos,,copper resistance system metallochaperone PcoE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000723069.1
CDS_CP065826.1_38380_38560_neg,CP065826.1,I8N74_25130,QPV94804.1,,38380,38560,neg,,type II toxin-antitoxin system RelE/ParE family toxin,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004152086.1
CDS_CP065826.1_38620_40241_neg,CP065826.1,I8N74_25135,,,38620,40241,neg,True,ISL3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001368704.1
CDS_CP065826.1_40302_40812_pos,CP065826.1,I8N74_25140,QPV94805.1,,40302,40812,pos,,aquaporin,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004196769.1
CDS_CP065826.1_40861_41359_neg,CP065826.1,I8N74_25145,QPV94806.1,,40861,41359,neg,,N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004196778.1
CDS_CP065826.1_41690_42017_pos,CP065826.1,I8N74_25150,QPV94807.1,,41690,42017,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004152092.1
CDS_CP065826.1_42013_42727_pos,CP065826.1,I8N74_25155,QPV94808.1,arsH,42013,42727,pos,,arsenical resistance protein ArsH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016151351.1
CDS_CP065826.1_42735_43281_pos,CP065826.1,I8N74_25160,QPV94809.1,,42735,43281,pos,,sigma-70 family RNA polymerase sigma factor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016151352.1
CDS_CP065826.1_43356_43719_pos,CP065826.1,I8N74_25165,QPV94810.1,,43356,43719,pos,,arsenic metallochaperone ArsD family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000034287.1
CDS_CP065826.1_43743_45494_pos,CP065826.1,I8N74_25170,,arsA,43743,45494,pos,True,arsenical pump-driving ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_131199602.1
CDS_CP065826.1_45615_46152_pos,CP065826.1,I8N74_25175,QPV94811.1,,45615,46152,pos,,N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004152096.1
